instance,query,time
r7g.2xlarge,1,3.273519277572632
r7g.2xlarge,1,2.7396929264068604
r7g.2xlarge,1,2.7389979362487793
r7g.2xlarge,2,0.7821090221405029
r7g.2xlarge,2,0.58805251121521
r7g.2xlarge,2,0.6370820999145508
r7g.2xlarge,3,2.346482515335083
r7g.2xlarge,3,2.0091469287872314
r7g.2xlarge,3,2.009404420852661
r7g.2xlarge,4,5.273467302322388
r7g.2xlarge,4,4.750025510787964
r7g.2xlarge,4,5.1103620529174805
r7g.2xlarge,5,2.546596050262451
r7g.2xlarge,5,2.11033296585083
r7g.2xlarge,5,2.116990327835083
r7g.2xlarge,6,0.6217529773712158
r7g.2xlarge,6,0.6187705993652344
r7g.2xlarge,6,0.6191341876983643
r7g.2xlarge,7,7.456106424331665
r7g.2xlarge,7,7.631221055984497
r7g.2xlarge,7,7.337899923324585
r7g.2xlarge,8,2.641771078109741
r7g.2xlarge,8,1.9070451259613037
r7g.2xlarge,8,1.993955135345459
r7g.2xlarge,9,9.545574426651001
r7g.2xlarge,9,9.40559458732605
r7g.2xlarge,9,9.422654867172241
r7g.2xlarge,10,3.998840093612671
r7g.2xlarge,10,4.043122291564941
r7g.2xlarge,10,4.058156490325928
r7g.2xlarge,11,0.214979887008667
r7g.2xlarge,11,0.2570629119873047
r7g.2xlarge,11,0.5163888931274414
r7g.2xlarge,12,1.4156339168548584
r7g.2xlarge,12,1.4136793613433838
r7g.2xlarge,12,1.4347443580627441
r7g.2xlarge,13,6.868927955627441
r7g.2xlarge,13,6.9120495319366455
r7g.2xlarge,13,7.235271692276001
r7g.2xlarge,14,1.5432767868041992
r7g.2xlarge,14,1.3124558925628662
r7g.2xlarge,14,1.3856995105743408
r7g.2xlarge,15,1.945861577987671
r7g.2xlarge,15,1.8624625205993652
r7g.2xlarge,15,1.8825979232788086
r7g.2xlarge,16,1.080561876296997
r7g.2xlarge,16,1.0294854640960693
r7g.2xlarge,16,1.0790021419525146
r7g.2xlarge,17,18.16024374961853
r7g.2xlarge,17,16.60674786567688
r7g.2xlarge,17,16.606297254562378
r7g.2xlarge,18,15.461958169937134
r7g.2xlarge,18,16.676519632339478
r7g.2xlarge,18,15.87671422958374
r7g.2xlarge,19,4.92016077041626
r7g.2xlarge,19,3.2505435943603516
r7g.2xlarge,19,3.242199182510376
r7g.2xlarge,20,4.047811508178711
r7g.2xlarge,20,3.896392583847046
r7g.2xlarge,20,3.9725100994110107
r7g.2xlarge,21,97.1676549911499
r7g.2xlarge,21,76.0992841720581
r7g.2xlarge,21,72.37821841239929
r7g.2xlarge,22,3.177269697189331
r7g.2xlarge,22,2.8136467933654785
r7g.2xlarge,22,2.7750906944274902
