instance,query,time
r7a.2xlarge,1,2.409976005554199
r7a.2xlarge,1,1.9863975048065186
r7a.2xlarge,1,2.014408826828003
r7a.2xlarge,2,0.5522110462188721
r7a.2xlarge,2,0.5146784782409668
r7a.2xlarge,2,0.536940336227417
r7a.2xlarge,3,1.9457354545593262
r7a.2xlarge,3,1.7318768501281738
r7a.2xlarge,3,1.725090742111206
r7a.2xlarge,4,4.408900499343872
r7a.2xlarge,4,4.126483678817749
r7a.2xlarge,4,4.309510231018066
r7a.2xlarge,5,2.0942556858062744
r7a.2xlarge,5,1.8510711193084717
r7a.2xlarge,5,1.878671407699585
r7a.2xlarge,6,0.5156347751617432
r7a.2xlarge,6,0.502049446105957
r7a.2xlarge,6,0.5070679187774658
r7a.2xlarge,7,5.938584089279175
r7a.2xlarge,7,5.933106899261475
r7a.2xlarge,7,6.056405782699585
r7a.2xlarge,8,1.8249967098236084
r7a.2xlarge,8,1.483081340789795
r7a.2xlarge,8,1.4512202739715576
r7a.2xlarge,9,8.951360702514648
r7a.2xlarge,9,9.055540800094604
r7a.2xlarge,9,8.976921796798706
r7a.2xlarge,10,3.305588722229004
r7a.2xlarge,10,3.3501131534576416
r7a.2xlarge,10,3.4094088077545166
r7a.2xlarge,11,0.16464495658874512
r7a.2xlarge,11,0.15088295936584473
r7a.2xlarge,11,0.18847298622131348
r7a.2xlarge,12,1.240689754486084
r7a.2xlarge,12,1.1861257553100586
r7a.2xlarge,12,1.1986992359161377
r7a.2xlarge,13,5.342790365219116
r7a.2xlarge,13,5.265019178390503
r7a.2xlarge,13,5.28602409362793
r7a.2xlarge,14,1.3844151496887207
r7a.2xlarge,14,1.0921218395233154
r7a.2xlarge,14,1.135326862335205
r7a.2xlarge,15,1.6028382778167725
r7a.2xlarge,15,1.6060490608215332
r7a.2xlarge,15,1.6116299629211426
r7a.2xlarge,16,0.8035681247711182
r7a.2xlarge,16,0.80293869972229
r7a.2xlarge,16,0.859738826751709
r7a.2xlarge,17,13.673253536224365
r7a.2xlarge,17,13.663066864013672
r7a.2xlarge,17,12.631065845489502
r7a.2xlarge,18,12.240123510360718
r7a.2xlarge,18,12.911298036575317
r7a.2xlarge,18,12.588979482650757
r7a.2xlarge,19,3.7798969745635986
r7a.2xlarge,19,2.7444376945495605
r7a.2xlarge,19,2.768888473510742
r7a.2xlarge,20,3.347517251968384
r7a.2xlarge,20,3.2913095951080322
r7a.2xlarge,20,3.2578659057617188
r7a.2xlarge,21,109.57642149925232
r7a.2xlarge,21,96.9683883190155
r7a.2xlarge,21,91.67700743675232
r7a.2xlarge,22,2.702489137649536
r7a.2xlarge,22,2.5239226818084717
r7a.2xlarge,22,2.416123628616333
