instance,query,time
c6i.8xlarge,1,1.071624517440796
c6i.8xlarge,1,1.0605595111846924
c6i.8xlarge,1,1.0614514350891113
c6i.8xlarge,2,0.4247593879699707
c6i.8xlarge,2,0.37257814407348633
c6i.8xlarge,2,0.38071513175964355
c6i.8xlarge,3,0.9144284725189209
c6i.8xlarge,3,0.8999629020690918
c6i.8xlarge,3,0.8952624797821045
c6i.8xlarge,4,4.9158501625061035
c6i.8xlarge,4,4.377233505249023
c6i.8xlarge,4,4.474674463272095
c6i.8xlarge,5,0.905357837677002
c6i.8xlarge,5,0.8915901184082031
c6i.8xlarge,5,0.8952407836914062
c6i.8xlarge,6,0.24521183967590332
c6i.8xlarge,6,0.24432063102722168
c6i.8xlarge,6,0.24508953094482422
c6i.8xlarge,7,4.772512197494507
c6i.8xlarge,7,4.3820576667785645
c6i.8xlarge,7,4.345893383026123
c6i.8xlarge,8,0.8755335807800293
c6i.8xlarge,8,0.889336347579956
c6i.8xlarge,8,0.8861086368560791
c6i.8xlarge,9,5.220111846923828
c6i.8xlarge,9,4.944099187850952
c6i.8xlarge,9,4.971435070037842
c6i.8xlarge,10,1.9920921325683594
c6i.8xlarge,10,1.9449396133422852
c6i.8xlarge,10,1.9612879753112793
c6i.8xlarge,11,0.10818314552307129
c6i.8xlarge,11,0.10478878021240234
c6i.8xlarge,11,0.1315152645111084
c6i.8xlarge,12,0.607032060623169
c6i.8xlarge,12,0.6323032379150391
c6i.8xlarge,12,0.6229763031005859
c6i.8xlarge,13,3.2174808979034424
c6i.8xlarge,13,3.006761074066162
c6i.8xlarge,13,2.948824644088745
c6i.8xlarge,14,0.7199492454528809
c6i.8xlarge,14,0.6670472621917725
c6i.8xlarge,14,0.6836464405059814
c6i.8xlarge,15,0.9595158100128174
c6i.8xlarge,15,0.9980664253234863
c6i.8xlarge,15,0.9057025909423828
c6i.8xlarge,16,0.48823070526123047
c6i.8xlarge,16,0.5049436092376709
c6i.8xlarge,16,0.4832122325897217
c6i.8xlarge,17,54.884413957595825
c6i.8xlarge,17,10.945703506469727
c6i.8xlarge,17,10.239529609680176
c6i.8xlarge,18,9.401820182800293
c6i.8xlarge,18,8.809926748275757
c6i.8xlarge,18,8.453127384185791
c6i.8xlarge,19,1.6741077899932861
c6i.8xlarge,19,1.7315499782562256
c6i.8xlarge,19,1.6295862197875977
c6i.8xlarge,20,2.520825147628784
c6i.8xlarge,20,2.52073073387146
c6i.8xlarge,20,2.4906539916992188
c6i.8xlarge,21,221.6902050971985
c6i.8xlarge,21,87.3580687046051
c6i.8xlarge,21,100.48371267318726
c6i.8xlarge,22,6.840060234069824
c6i.8xlarge,22,3.0830583572387695
c6i.8xlarge,22,2.5492942333221436
