instance,query,time
c7g.8xlarge,1,1.2291324138641357
c7g.8xlarge,1,0.6867766380310059
c7g.8xlarge,1,0.6826770305633545
c7g.8xlarge,2,0.49583911895751953
c7g.8xlarge,2,0.2666616439819336
c7g.8xlarge,2,0.26341867446899414
c7g.8xlarge,3,0.9719734191894531
c7g.8xlarge,3,0.5978350639343262
c7g.8xlarge,3,0.5999257564544678
c7g.8xlarge,4,3.913571357727051
c7g.8xlarge,4,2.9981560707092285
c7g.8xlarge,4,3.0774574279785156
c7g.8xlarge,5,0.7407007217407227
c7g.8xlarge,5,0.6179442405700684
c7g.8xlarge,5,0.631568193435669
c7g.8xlarge,6,0.1908414363861084
c7g.8xlarge,6,0.1562199592590332
c7g.8xlarge,6,0.1559154987335205
c7g.8xlarge,7,3.8812873363494873
c7g.8xlarge,7,3.0731699466705322
c7g.8xlarge,7,3.091515064239502
c7g.8xlarge,8,0.6527669429779053
c7g.8xlarge,8,0.5537402629852295
c7g.8xlarge,8,0.6109824180603027
c7g.8xlarge,9,3.3600926399230957
c7g.8xlarge,9,2.932628870010376
c7g.8xlarge,9,3.0313475131988525
c7g.8xlarge,10,1.7165629863739014
c7g.8xlarge,10,1.681565284729004
c7g.8xlarge,10,1.6995606422424316
c7g.8xlarge,11,0.11278223991394043
c7g.8xlarge,11,0.09857559204101562
c7g.8xlarge,11,0.0771183967590332
c7g.8xlarge,12,0.3865325450897217
c7g.8xlarge,12,0.41361188888549805
c7g.8xlarge,12,0.3861112594604492
c7g.8xlarge,13,2.58413028717041
c7g.8xlarge,13,2.1026384830474854
c7g.8xlarge,13,2.112306833267212
c7g.8xlarge,14,0.5508167743682861
c7g.8xlarge,14,0.5270135402679443
c7g.8xlarge,14,0.5416884422302246
c7g.8xlarge,15,0.6210651397705078
c7g.8xlarge,15,0.6407930850982666
c7g.8xlarge,15,0.630333423614502
c7g.8xlarge,16,0.43254804611206055
c7g.8xlarge,16,0.38380908966064453
c7g.8xlarge,16,0.4001333713531494
c7g.8xlarge,17,11.940489530563354
c7g.8xlarge,17,7.282629728317261
c7g.8xlarge,17,8.216725587844849
c7g.8xlarge,18,8.60332202911377
c7g.8xlarge,18,7.010932922363281
c7g.8xlarge,18,7.00067138671875
c7g.8xlarge,19,1.4049506187438965
c7g.8xlarge,19,1.2897002696990967
c7g.8xlarge,19,1.2612245082855225
c7g.8xlarge,20,2.0856292247772217
c7g.8xlarge,20,1.9798288345336914
c7g.8xlarge,20,1.9849796295166016
c7g.8xlarge,21,139.98415112495422
c7g.8xlarge,21,84.89435005187988
c7g.8xlarge,21,86.71351218223572
c7g.8xlarge,22,2.7244269847869873
c7g.8xlarge,22,2.944821834564209
c7g.8xlarge,22,2.2122912406921387
