instance,query,time
m7a.4xlarge,1,0.980454683303833
m7a.4xlarge,1,0.976773738861084
m7a.4xlarge,1,0.9712808132171631
m7a.4xlarge,2,0.3250303268432617
m7a.4xlarge,2,0.3063058853149414
m7a.4xlarge,2,0.31799817085266113
m7a.4xlarge,3,0.8968210220336914
m7a.4xlarge,3,0.8830428123474121
m7a.4xlarge,3,0.8885691165924072
m7a.4xlarge,4,3.232597589492798
m7a.4xlarge,4,3.161583662033081
m7a.4xlarge,4,3.0871360301971436
m7a.4xlarge,5,0.9566066265106201
m7a.4xlarge,5,0.9823729991912842
m7a.4xlarge,5,0.9963712692260742
m7a.4xlarge,6,0.2552623748779297
m7a.4xlarge,6,0.25299501419067383
m7a.4xlarge,6,0.2540316581726074
m7a.4xlarge,7,3.738204002380371
m7a.4xlarge,7,3.578399181365967
m7a.4xlarge,7,3.5924928188323975
m7a.4xlarge,8,0.7885832786560059
m7a.4xlarge,8,0.7982747554779053
m7a.4xlarge,8,0.7480442523956299
m7a.4xlarge,9,4.618927955627441
m7a.4xlarge,9,4.436799049377441
m7a.4xlarge,9,4.427950620651245
m7a.4xlarge,10,1.7935073375701904
m7a.4xlarge,10,1.8380303382873535
m7a.4xlarge,10,1.8623039722442627
m7a.4xlarge,11,0.08148074150085449
m7a.4xlarge,11,0.08051395416259766
m7a.4xlarge,11,0.08192849159240723
m7a.4xlarge,12,0.614067554473877
m7a.4xlarge,12,0.592613697052002
m7a.4xlarge,12,0.5956027507781982
m7a.4xlarge,13,2.8400847911834717
m7a.4xlarge,13,2.8279967308044434
m7a.4xlarge,13,2.842604875564575
m7a.4xlarge,14,0.9067890644073486
m7a.4xlarge,14,0.6232843399047852
m7a.4xlarge,14,0.6023180484771729
m7a.4xlarge,15,0.8217337131500244
m7a.4xlarge,15,0.8239209651947021
m7a.4xlarge,15,0.8487789630889893
m7a.4xlarge,16,0.4509401321411133
m7a.4xlarge,16,0.4479637145996094
m7a.4xlarge,16,0.45192599296569824
m7a.4xlarge,17,34.48182439804077
m7a.4xlarge,17,35.77671694755554
m7a.4xlarge,17,36.666006088256836
m7a.4xlarge,18,7.695169687271118
m7a.4xlarge,18,8.125632047653198
m7a.4xlarge,18,7.891703367233276
m7a.4xlarge,19,1.7958934307098389
m7a.4xlarge,19,1.8399763107299805
m7a.4xlarge,19,1.4904379844665527
m7a.4xlarge,20,2.187359571456909
m7a.4xlarge,20,2.2109086513519287
m7a.4xlarge,20,2.1749207973480225
m7a.4xlarge,21,257.298636674881
m7a.4xlarge,21,87.63741660118103
m7a.4xlarge,21,76.63145923614502
m7a.4xlarge,22,6.022305011749268
m7a.4xlarge,22,1.9971916675567627
m7a.4xlarge,22,2.0507373809814453
