instance,query,time
m7g.4xlarge,1,1.3642239570617676
m7g.4xlarge,1,1.3589189052581787
m7g.4xlarge,1,1.3591229915618896
m7g.4xlarge,2,0.40602540969848633
m7g.4xlarge,2,0.3802211284637451
m7g.4xlarge,2,0.37211084365844727
m7g.4xlarge,3,1.0728552341461182
m7g.4xlarge,3,1.0482971668243408
m7g.4xlarge,3,1.0554704666137695
m7g.4xlarge,4,3.773703098297119
m7g.4xlarge,4,3.698988914489746
m7g.4xlarge,4,3.721545457839966
m7g.4xlarge,5,1.1298496723175049
m7g.4xlarge,5,1.1099653244018555
m7g.4xlarge,5,1.1325948238372803
m7g.4xlarge,6,0.3106198310852051
m7g.4xlarge,6,0.30835461616516113
m7g.4xlarge,6,0.3070521354675293
m7g.4xlarge,7,4.600024938583374
m7g.4xlarge,7,4.400222301483154
m7g.4xlarge,7,4.370271682739258
m7g.4xlarge,8,0.9676523208618164
m7g.4xlarge,8,1.0012736320495605
m7g.4xlarge,8,1.11314058303833
m7g.4xlarge,9,5.067501783370972
m7g.4xlarge,9,4.699192047119141
m7g.4xlarge,9,4.7011191844940186
m7g.4xlarge,10,2.2276055812835693
m7g.4xlarge,10,2.2955129146575928
m7g.4xlarge,10,2.2069084644317627
m7g.4xlarge,11,0.1004486083984375
m7g.4xlarge,11,0.09679365158081055
m7g.4xlarge,11,0.10608434677124023
m7g.4xlarge,12,0.72271728515625
m7g.4xlarge,12,0.7062358856201172
m7g.4xlarge,12,0.8114686012268066
m7g.4xlarge,13,3.6814892292022705
m7g.4xlarge,13,3.8471462726593018
m7g.4xlarge,13,3.846554756164551
m7g.4xlarge,14,1.3627824783325195
m7g.4xlarge,14,0.7518575191497803
m7g.4xlarge,14,0.7170858383178711
m7g.4xlarge,15,1.0129051208496094
m7g.4xlarge,15,1.0127441883087158
m7g.4xlarge,15,1.043416976928711
m7g.4xlarge,16,0.5631186962127686
m7g.4xlarge,16,0.5344405174255371
m7g.4xlarge,16,0.5727834701538086
m7g.4xlarge,17,52.65488076210022
m7g.4xlarge,17,51.59462904930115
m7g.4xlarge,17,48.08863973617554
m7g.4xlarge,18,9.188685417175293
m7g.4xlarge,18,9.821226358413696
m7g.4xlarge,18,9.938864707946777
m7g.4xlarge,19,2.120309352874756
m7g.4xlarge,19,2.5079493522644043
m7g.4xlarge,19,1.7573473453521729
m7g.4xlarge,20,2.8146426677703857
m7g.4xlarge,20,2.67537522315979
m7g.4xlarge,20,2.708627700805664
m7g.4xlarge,21,210.31686210632324
m7g.4xlarge,21,91.14221620559692
m7g.4xlarge,21,97.41044211387634
m7g.4xlarge,22,6.236868381500244
m7g.4xlarge,22,2.2181904315948486
m7g.4xlarge,22,2.2109334468841553
