instance,query,time
r6i.2xlarge,1,4.926765441894531
r6i.2xlarge,1,4.273076772689819
r6i.2xlarge,1,4.256139039993286
r6i.2xlarge,2,1.0040414333343506
r6i.2xlarge,2,0.9238841533660889
r6i.2xlarge,2,0.9034960269927979
r6i.2xlarge,3,3.3529205322265625
r6i.2xlarge,3,2.9749302864074707
r6i.2xlarge,3,2.972653865814209
r6i.2xlarge,4,7.364531755447388
r6i.2xlarge,4,6.855221271514893
r6i.2xlarge,4,7.075483083724976
r6i.2xlarge,5,3.485224723815918
r6i.2xlarge,5,3.048666477203369
r6i.2xlarge,5,3.0658457279205322
r6i.2xlarge,6,0.9735126495361328
r6i.2xlarge,6,0.969893217086792
r6i.2xlarge,6,0.9697270393371582
r6i.2xlarge,7,11.278375625610352
r6i.2xlarge,7,11.12236499786377
r6i.2xlarge,7,11.018752336502075
r6i.2xlarge,8,3.516200304031372
r6i.2xlarge,8,3.134117364883423
r6i.2xlarge,8,3.0729622840881348
r6i.2xlarge,9,17.473764896392822
r6i.2xlarge,9,17.501657724380493
r6i.2xlarge,9,17.47642683982849
r6i.2xlarge,10,5.76763916015625
r6i.2xlarge,10,5.661151647567749
r6i.2xlarge,10,5.664319753646851
r6i.2xlarge,11,0.3692128658294678
r6i.2xlarge,11,0.3615396022796631
r6i.2xlarge,11,0.42473649978637695
r6i.2xlarge,12,2.297671318054199
r6i.2xlarge,12,2.3101043701171875
r6i.2xlarge,12,2.2755699157714844
r6i.2xlarge,13,10.319974899291992
r6i.2xlarge,13,10.300286531448364
r6i.2xlarge,13,10.500081062316895
r6i.2xlarge,14,2.1215269565582275
r6i.2xlarge,14,1.8864660263061523
r6i.2xlarge,14,1.8430955410003662
r6i.2xlarge,15,3.0079240798950195
r6i.2xlarge,15,2.966158866882324
r6i.2xlarge,15,2.9472992420196533
r6i.2xlarge,16,1.301055908203125
r6i.2xlarge,16,1.290621042251587
r6i.2xlarge,16,1.3177158832550049
r6i.2xlarge,17,24.95607829093933
r6i.2xlarge,17,23.09630036354065
r6i.2xlarge,17,28.19092631340027
r6i.2xlarge,18,21.11241102218628
r6i.2xlarge,18,21.28870701789856
r6i.2xlarge,18,21.41884446144104
r6i.2xlarge,19,5.9786200523376465
r6i.2xlarge,19,4.860549449920654
r6i.2xlarge,19,4.828686475753784
r6i.2xlarge,20,5.802942991256714
r6i.2xlarge,20,5.723485469818115
r6i.2xlarge,20,5.747961759567261
r6i.2xlarge,21,142.82893538475037
r6i.2xlarge,21,100.46310043334961
r6i.2xlarge,21,73.34972667694092
r6i.2xlarge,22,3.9976439476013184
r6i.2xlarge,22,3.776155948638916
r6i.2xlarge,22,3.792142868041992
