instance,query,time
r7a.48xlarge,1,0.8432214260101318
r7a.48xlarge,1,0.14169764518737793
r7a.48xlarge,1,0.13774442672729492
r7a.48xlarge,2,0.7499525547027588
r7a.48xlarge,2,1.065779447555542
r7a.48xlarge,2,0.6291234493255615
r7a.48xlarge,3,0.4555487632751465
r7a.48xlarge,3,0.41195106506347656
r7a.48xlarge,3,0.4079310894012451
r7a.48xlarge,4,3.6925995349884033
r7a.48xlarge,4,3.3960390090942383
r7a.48xlarge,4,3.387662172317505
r7a.48xlarge,5,0.6155509948730469
r7a.48xlarge,5,0.4143962860107422
r7a.48xlarge,5,0.39057064056396484
r7a.48xlarge,6,0.060895442962646484
r7a.48xlarge,6,0.050415754318237305
r7a.48xlarge,6,0.04985690116882324
r7a.48xlarge,7,4.731715440750122
r7a.48xlarge,7,3.198662042617798
r7a.48xlarge,7,3.2428441047668457
r7a.48xlarge,8,0.5643754005432129
r7a.48xlarge,8,0.42440319061279297
r7a.48xlarge,8,0.4555826187133789
r7a.48xlarge,9,1.6711456775665283
r7a.48xlarge,9,1.5395922660827637
r7a.48xlarge,9,1.6381645202636719
r7a.48xlarge,10,2.3279759883880615
r7a.48xlarge,10,2.4617085456848145
r7a.48xlarge,10,1.9813075065612793
r7a.48xlarge,11,0.10670042037963867
r7a.48xlarge,11,0.11927652359008789
r7a.48xlarge,11,0.14071321487426758
r7a.48xlarge,12,0.3384063243865967
r7a.48xlarge,12,0.24205470085144043
r7a.48xlarge,12,0.24751615524291992
r7a.48xlarge,13,2.738495349884033
r7a.48xlarge,13,1.866666316986084
r7a.48xlarge,13,1.8299663066864014
r7a.48xlarge,14,0.4473564624786377
r7a.48xlarge,14,0.3573002815246582
r7a.48xlarge,14,0.38338613510131836
r7a.48xlarge,15,0.40869760513305664
r7a.48xlarge,15,0.3124675750732422
r7a.48xlarge,15,0.42770934104919434
r7a.48xlarge,16,0.8015820980072021
r7a.48xlarge,16,1.0400176048278809
r7a.48xlarge,16,1.0680739879608154
r7a.48xlarge,17,10.034893989562988
r7a.48xlarge,17,5.648675441741943
r7a.48xlarge,17,6.501916408538818
r7a.48xlarge,18,12.351924419403076
r7a.48xlarge,18,10.238070249557495
r7a.48xlarge,18,15.187803030014038
r7a.48xlarge,19,0.8218135833740234
r7a.48xlarge,19,0.7156028747558594
r7a.48xlarge,19,0.8488922119140625
r7a.48xlarge,20,2.8947813510894775
r7a.48xlarge,20,2.9571847915649414
r7a.48xlarge,20,2.6488678455352783
r7a.48xlarge,21,13.856442213058472
r7a.48xlarge,21,9.537569284439087
r7a.48xlarge,21,10.219192028045654
r7a.48xlarge,22,2.0640556812286377
r7a.48xlarge,22,2.0769970417022705
r7a.48xlarge,22,1.9858283996582031
